split,seq_length
train,108138
train,63165
train,96910
train,71228
train,136528
train,84169
train,64957
train,109189
train,91746
train,121552
train,81112
train,110247
train,132580
train,75968
train,96102
train,111657
train,74495
train,125752
train,95136
train,110084
train,122674
train,94805
train,92593
train,91622
train,115736
train,103265
train,60803
train,90172
train,52228
train,79393
train,119303
train,84383
train,103130
train,111751
train,103827
train,77351
train,142174
train,96366
train,111514
train,88014
train,91265
train,131154
train,61887
train,80304
train,80442
train,87616
train,66063
train,81385
train,155983
train,69436
train,95429
train,74244
train,60403
train,124552
train,93817
train,105810
train,88975
train,65147
train,93103
train,52170
train,105244
train,89540
train,102601
train,52365
train,77975
train,126370
train,129366
train,57296
train,96804
train,71963
train,74945
train,68237
train,98327
train,156297
train,73491
train,91925
train,74730
train,115828
train,119647
train,79542
train,85617
train,98793
train,135174
train,122646
train,82841
train,59126
train,82377
train,89105
train,123847
train,100549
train,1396
train,80658
train,1396
train,66303
train,1399
train,1402
train,1461
train,1402
train,1396
train,1402
train,1396
train,141763
train,127178
train,35419
train,84448
train,60164
train,108588
train,103361
train,129539
train,75205
train,114531
train,112909
train,113473
train,210823
train,100344
train,66424
train,55138
train,29810
train,153988
train,135755
train,143910
train,225691
train,68976
train,90581
train,40183
train,108212
train,131069
train,50200
train,93663
train,116275
train,116804
train,65654
train,163322
train,46543
train,83564
train,120565
train,57896
train,85175
train,103937
train,40093
train,169184
train,107291
train,90526
train,69955
train,163552
train,60085
train,143155
train,105099
train,39865
train,60776
train,40387
train,102398
train,226635
train,70047
train,154707
train,128184
train,152651
train,78027
train,40064
train,90679
train,150999
train,59877
train,153878
train,238642
train,75560
train,179759
train,96926
train,49860
train,97391
train,192420
train,93622
train,126812
train,178946
train,144999
train,39735
train,234871
train,60776
train,140052
train,68891
train,191033
train,165006
train,108978
train,218217
train,114460
train,110338
train,157751
train,45377
train,120053
train,160193
train,55041
train,50071
train,132338
train,75473
train,16860
train,116161
train,84084
train,70753
train,89773
train,86394
train,145607
train,122838
train,49782
train,77593
train,45195
train,136187
train,89
train,38060
train,87259
train,72752
train,247184
train,152668
train,60673
train,139762
train,44963
train,94012
train,68411
train,118571
train,55313
train,117138
train,85944
train,140193
train,30202
train,89125
train,141792
train,84481
train,72399
train,40955
train,60529
train,152306
train,113376
train,50011
train,104496
train,87753
train,46231
train,35079
train,17518
train,81820
train,52569
train,64463
train,111062
train,86293
train,146121
train,99582
train,56196
train,118184
train,99213
train,55710
train,86940
train,97928
train,144025
train,123962
train,75081
train,205549
train,55805
train,144950
train,166319
train,154983
train,49991
train,116035
train,16485
train,175011
train,43665
train,130271
train,30089
train,180336
train,126188
train,79676
train,105811
train,23274
train,193752
train,104896
train,45056
train,257683
train,86606
train,60976
train,115616
train,90519
train,154787
train,65266
train,135539
train,187379
train,183328
train,215735
train,214755
train,95393
train,35625
train,49514
train,69806
train,38516
train,26974
train,157867
train,90196
train,140028
train,95145
train,191991
train,97080
train,53284
train,93602
train,88994
train,105139
train,85
train,179151
train,133002
train,87
train,87
train,89
train,83
train,80
train,89
train,83
train,81
val,94
val,88
val,6866
val,3266
val,10048
val,4933
val,10453
val,7779
val,11920
val,10315
val,15010
val,9573
val,5672
val,9200
val,12839
val,7742
val,5895
val,5928
val,3160
val,13467
val,11742
val,8212
val,9874
val,4797
val,15387
val,5023
val,4197
val,7029
val,9360
val,10165
val,9807
val,3718
val,11794
val,4917
val,5270
val,14696
val,4332
val,4431
val,6889
val,6283
val,14677
val,10008
val,11900
val,5646
val,10870
val,14360
val,8376
val,9526
val,7418
val,5864
val,11850
val,3834
val,90
val,90
val,94
val,92
val,92
val,90
val,92
val,84
val,198
val,198
val,10022
val,6588
val,13107
val,12975
val,12911
val,5151
val,9403
val,14481
val,11231
val,6986
val,4536
val,8341
val,5837
val,10633
val,9900
val,12119
val,8525
val,3406
val,6192
val,10032
val,7880
val,7840
val,8742
val,14319
val,5338
val,6913
val,8780
val,4573
val,10854
val,11262
val,9606
val,8074
val,8245
val,6011
val,3592
val,6330
val,13577
val,3867
val,10140
val,3674
val,2957
val,10632
val,11387
val,8587
val,3836
val,7891
val,8876
val,6565
val,8303
val,7357
val,198
val,198
val,198
val,198
val,198
val,198
val,198
val,198
val,94
val,94
val,2904
val,1139
val,619
val,3227
val,889
val,1934
val,1369
val,1599
val,825
val,2149
val,2453
val,1986
val,1888
val,983
val,1691
val,2039
val,1507
val,1772
val,3461
val,765
val,2774
val,2650
val,2930
val,3996
val,1496
val,1032
val,1313
val,2018
val,1614
val,1507
val,597
val,898
val,1909
val,939
val,965
val,3480
val,2856
val,1615
val,996
val,1757
val,94
val,434
val,2152
val,1716
val,3112
val,2569
val,3822
val,1525
val,1568
val,2418
val,1751
val,94
val,94
val,94
val,94
val,94
val,94
val,94
val,901619
val,636133
val,861354
val,997748
val,893428
val,860001
val,941559
val,950557
val,826976
val,874482
val,820267
val,870370
val,630012
val,1021478
val,819789
val,843744
val,741176
val,786188
val,859248
val,879823
val,706344
val,804551
val,879758
val,827207
val,917769
val,841543
val,951535
val,908275
val,914948
val,753567
val,751161
val,714793
val,767399
val,831480
val,929052
val,878738
val,888457
val,755714
val,936236
val,877163
val,855338
val,754257
val,912401
val,676255
val,758659
val,776187
val,669519
val,945764
val,905954
val,341033
val,473630
val,451478
val,379092
val,359557
val,506707
val,405843
val,512284
val,335644
val,1567
val,1071
val,1298
val,1039
val,769
val,950
val,1484
val,903
val,1988
val,107
val,1192
val,1484
val,755
val,1093
val,1412
val,847
val,1506
val,1541
val,675
val,565
val,205
val,1466
val,1244
val,1254
val,807
val,1145
val,868
val,1412
val,1467
val,902
val,1177
val,1370
val,877
val,1032
val,471
val,771
val,748
val,1501
val,1320
val,610
val,1618
val,691
val,824
val,1301
val,711
val,1293
val,1146
val,580
val,1092
val,1176
val,1659
val,1652
val,167
val,167
val,167
val,135213
val,70491
val,127509
val,115809
val,120006
val,156825
val,93152
val,158845
val,76369
val,126352
val,63847
val,137501
val,111993
val,91038
val,123385
val,119395
val,114712
val,104798
val,94234
val,137092
val,162395
val,170
val,83068
val,60164
val,116067
val,121637
val,133543
val,105329
val,90422
val,88183
val,71377
val,119876
val,136257
val,140886
val,69967
val,142100
val,93417
val,116214
val,113317
val,53657
val,170
val,114965
val,60381
val,117646
val,64549
val,112254
val,134933
val,135865
val,126986
val,150652
val,79925
val,80493
val,167
val,170
val,170
val,170
val,170
val,167
val,372175
val,467169
val,328628
val,474353
val,451
val,511900
val,362096
val,478187
val,380170
val,301858
val,484728
val,382682
val,441336
val,548803
val,394751
val,256374
val,342844
val,504694
val,298754
val,167
val,457
val,428464
val,480302
val,310682
val,484087
val,252973
val,280576
val,220053
val,351045
val,300951
val,342128
val,502634
val,447340
val,390710
val,449116
val,464172
val,431760
val,424718
val,443175
val,563109
val,236126
val,304282
val,444802
val,409894
val,323649
val,256099
val,263253
val,380525
val,592539
val,450985
val,278797
val,167
val,167
val,167
val,210
val,170
val,167
val,167
val,182
val,410947
val,405161
val,418797
val,940673
val,802060
val,410062
val,771112
val,716553
val,661814
val,918066
val,772928
val,921306
val,850982
val,905483
val,739865
val,828816
val,811018
val,598990
val,858782
val,704476
val,642223
val,772146
val,650230
val,918273
val,795012
val,890209
val,789076
val,795657
val,636024
val,837677
val,933227
val,868765
val,809803
val,627731
val,712974
val,857777
val,642197
val,738031
val,734334
val,897209
val,898201
val,764838
val,734994
val,706385
val,844925
val,760366
val,704455
val,674915
val,722272
val,932472
val,809669
val,741663
val,864926
val,887018
val,429197
val,410128
val,382459
val,446139
val,403250
val,408000
val,135
val,132
val,135
val,42289
val,40184
val,28861
val,14861
val,30917
val,18481
val,34878
val,26566
val,33044
val,42653
val,21761
val,33478
val,30516
val,31668
val,15755
val,19240
val,51809
val,41144
val,31158
val,31185
val,26611
val,39879
val,31972
val,23248
val,19954
val,16227
val,13012
val,17834
val,33274
val,41174
val,34034
val,42296
val,24740
val,34722
val,38539
val,45380
val,37288
val,26903
val,26499
val,37461
val,38193
val,37896
val,36156
val,32736
val,21684
val,135
val,26169
val,32430
val,135
val,132
val,132
val,132
val,135
val,135
val,2764
val,56290
val,468268
val,336705
val,120702
val,247197
val,174823
val,332071
val,315156
val,125518
val,309395
val,180563
val,404840
val,366791
val,448337
val,89772
val,102147
val,190600
val,192902
val,82020
val,186350
val,280738
val,206473
val,120347
val,145040
val,217253
val,117055
val,315725
val,277546
val,352365
val,124249
val,76602
val,408918
val,93842
val,108888
val,296611
val,68547
val,125066
val,388316
val,120682
val,153184
val,547842
val,218273
val,100654
val,235677
val,180521
val,315964
val,362611
val,105697
val,475449
val,196003
val,3157
val,3217
val,3390
val,3419
val,3279
val,3463
val,2697
val,3421
val,2731
val,1388
val,1398
val,71928
val,65150
val,27818
val,85749
val,96214
val,145856
val,134859
val,93651
val,97743
val,68243
val,78691
val,70905
val,82181
val,96204
val,104549
val,96075
val,56942
val,26640
val,109449
val,124560
val,55042
val,123380
val,118371
val,92133
val,79633
val,90171
val,121683
val,118543
val,112941
val,107746
val,109420
val,72691
val,77239
val,155569
val,102358
val,137928
val,94101
val,50157
val,78506
val,59796
val,39687
val,91423
val,1512
val,92078
val,101746
val,65613
val,70474
val,34225
val,165357
val,100793
val,37827
val,1402
val,1438
val,1450
val,1439
val,1391
val,1402
val,1397
val,90
val,264328
val,338163
val,232754
val,280399
val,330297
val,266735
val,351861
val,354563
val,259294
val,234024
val,182463
val,346616
val,298899
val,232769
val,264373
val,264489
val,227609
val,90
val,204340
val,377042
val,309477
val,270109
val,349261
val,320087
val,293490
val,352129
val,359876
val,276948
val,349225
val,241141
val,235688
val,232789
val,237992
val,318840
val,140488
